#Switch,Port,Peer-Device,Peer-Port,Blacklist,Comment
sw-ib-c2f14-04-01,13,bu-c2f16-23-01,,0,
sw-ib-c2f14-04-01,14,bu-c2f16-25-01,,0,
sw-ib-c2f14-04-01,15,,,0,
sw-ib-c2f14-04-01,16,bu-c2f13-31-01,,1,
sw-ib-c2f14-04-01,17,,,0,
sw-ib-c2f14-04-01,18,,,0,
sw-ib-c2f14-04-01,19,sw-ib-c2f15-19-01,2,0,
sw-ib-c2f14-04-01,20,sw-ib-c2f15-19-01,4,0,
sw-ib-c2f14-04-01,21,sw-ib-c2f15-19-01,6,0,
sw-ib-c2f14-04-01,22,sw-ib-c2f15-21-01,2,0,
sw-ib-c2f14-04-01,23,sw-ib-c2f15-21-01,4,0,
sw-ib-c2f14-04-01,24,sw-ib-c2f15-21-01,6,0,
sw-ib-c2f14-04-01,25,sw-ib-c2f15-23-01,2,0,
sw-ib-c2f14-04-01,26,sw-ib-c2f15-23-01,4,0,
sw-ib-c2f14-04-01,27,sw-ib-c2f15-23-01,6,0,
sw-ib-c2f14-04-01,28,sw-ib-c2f15-25-01,2,0,
sw-ib-c2f14-04-01,29,sw-ib-c2f15-25-01,4,0,
sw-ib-c2f14-04-01,30,sw-ib-c2f15-25-01,6,0,
sw-ib-c2f14-04-01,31,sw-ib-c2f15-27-01,2,0,
sw-ib-c2f14-04-01,32,sw-ib-c2f15-27-01,4,0,
sw-ib-c2f14-04-01,33,sw-ib-c2f15-27-01,6,0,
sw-ib-c2f14-04-01,34,sw-ib-c2f15-29-01,2,0,
sw-ib-c2f14-04-01,35,sw-ib-c2f15-29-01,4,0,
sw-ib-c2f14-04-01,36,sw-ib-c2f15-29-01,6,0,
sw-ib-c2f14-34-01,1,ru-c2e14-10-01,,0,
sw-ib-c2f14-34-01,2,ru-c2e14-11-01,,0,
sw-ib-c2f14-34-01,3,ru-c2e14-12-01,,0,
sw-ib-c2f14-34-01,4,ru-c2e14-13-01,,0,
sw-ib-c2f14-34-01,5,ru-c2e14-14-01,,0,
sw-ib-c2f14-34-01,6,ru-c2e14-15-01,,0,
sw-ib-c2f14-34-01,7,ru-c2e14-16-01,,0,
sw-ib-c2f14-34-01,8,ru-c2e14-17-01,,0,
sw-ib-c2f14-34-01,9,bu-c2f16-27-01,,0,
sw-ib-c2f14-34-01,10,bu-c2e18-27-01,,0,
sw-ib-c2f14-34-01,11,bu-c2d38-25-01,,1,
sw-ib-c2f14-34-01,12,bu-c2d41-25-01,,0,
sw-ib-c2f14-34-01,13,bu-c2f16-39-01,,1, # missing network card
sw-ib-c2f14-34-01,14,bu-c2f16-43-01,,1, # missing network card
sw-ib-c2f14-34-01,15,,,0,
sw-ib-c2f14-34-01,16,,,0,
sw-ib-c2f14-34-01,17,,,0,
sw-ib-c2f14-34-01,18,,,0,
sw-ib-c2f14-34-01,19,sw-ib-c2f15-19-01,1,0,
sw-ib-c2f14-34-01,20,sw-ib-c2f15-19-01,3,0,
sw-ib-c2f14-34-01,21,sw-ib-c2f15-19-01,5,0,
sw-ib-c2f14-34-01,22,sw-ib-c2f15-21-01,1,0,
sw-ib-c2f14-34-01,23,sw-ib-c2f15-21-01,3,0,
sw-ib-c2f14-34-01,24,sw-ib-c2f15-21-01,5,0,
sw-ib-c2f14-34-01,25,sw-ib-c2f15-23-01,1,0,
sw-ib-c2f14-34-01,26,sw-ib-c2f15-23-01,3,0,
sw-ib-c2f14-34-01,27,sw-ib-c2f15-23-01,5,0,
sw-ib-c2f14-34-01,28,sw-ib-c2f15-25-01,1,0,
sw-ib-c2f14-34-01,29,sw-ib-c2f15-25-01,3,0,
sw-ib-c2f14-34-01,30,sw-ib-c2f15-25-01,5,0,
sw-ib-c2f14-34-01,31,sw-ib-c2f15-27-01,1,0,
sw-ib-c2f14-34-01,32,sw-ib-c2f15-27-01,3,0,
sw-ib-c2f14-34-01,33,sw-ib-c2f15-27-01,5,0,
sw-ib-c2f14-34-01,34,sw-ib-c2f15-29-01,1,0,
sw-ib-c2f14-34-01,35,sw-ib-c2f15-29-01,3,0,
sw-ib-c2f14-34-01,36,sw-ib-c2f15-29-01,5,0,
sw-ib-c2f15-29-01,1,sw-ib-c2f14-34-01,34,0,
sw-ib-c2f15-29-01,2,sw-ib-c2f14-04-01,34,0,
sw-ib-c2f15-29-01,3,sw-ib-c2f14-34-01,35,0,
sw-ib-c2f15-29-01,4,sw-ib-c2f14-04-01,35,0,
sw-ib-c2f15-29-01,5,sw-ib-c2f14-34-01,36,0,
sw-ib-c2f15-29-01,6,sw-ib-c2f14-04-01,36,0,
sw-ib-c2f15-29-01,7,sw-ib-c2f14-36-01,34,0,
sw-ib-c2f15-29-01,8,sw-ib-c2f14-06-01,34,0,
sw-ib-c2f15-29-01,9,sw-ib-c2f14-36-01,35,0,
sw-ib-c2f15-29-01,10,sw-ib-c2f14-06-01,35,0,
sw-ib-c2f15-29-01,11,sw-ib-c2f14-36-01,36,0,
sw-ib-c2f15-29-01,12,sw-ib-c2f14-06-01,36,0,
sw-ib-c2f15-29-01,13,sw-ib-c2f14-38-01,34,0,
sw-ib-c2f15-29-01,14,sw-ib-c2f14-08-01,34,0,
sw-ib-c2f15-29-01,15,sw-ib-c2f14-38-01,35,0,
sw-ib-c2f15-29-01,16,sw-ib-c2f14-08-01,35,0,
sw-ib-c2f15-29-01,17,sw-ib-c2f14-38-01,36,0,
sw-ib-c2f15-29-01,18,sw-ib-c2f14-08-01,36,0,
sw-ib-c2f15-29-01,19,sw-ib-c2f14-40-01,34,0,
sw-ib-c2f15-29-01,20,sw-ib-c2f14-10-01,19,0,
sw-ib-c2f15-29-01,21,sw-ib-c2f14-40-01,35,0,
sw-ib-c2f15-29-01,22,sw-ib-c2f14-10-01,20,0,
sw-ib-c2f15-29-01,23,sw-ib-c2f14-40-01,36,0,
sw-ib-c2f15-29-01,24,sw-ib-c2f14-10-01,21,0,
sw-ib-c2f15-29-01,25,sw-ib-c2f14-42-01,34,0,
sw-ib-c2f15-29-01,26,sw-ib-c2f14-12-01,19,0,
sw-ib-c2f15-29-01,27,sw-ib-c2f14-42-01,35,0,
sw-ib-c2f15-29-01,28,sw-ib-c2f14-12-01,20,0,
sw-ib-c2f15-29-01,29,sw-ib-c2f14-42-01,36,0,
sw-ib-c2f15-29-01,30,sw-ib-c2f14-12-01,21,0,
sw-ib-c2f15-29-01,31,sw-ib-c2f14-44-01,34,0,
sw-ib-c2f15-29-01,32,sw-ib-c2f14-14-01,19,0,
sw-ib-c2f15-29-01,33,sw-ib-c2f14-44-01,35,0,
sw-ib-c2f15-29-01,34,sw-ib-c2f14-14-01,20,0,
sw-ib-c2f15-29-01,35,sw-ib-c2f14-44-01,36,0,
sw-ib-c2f15-29-01,36,sw-ib-c2f14-14-01,21,0,
sw-ib-c2f15-27-01,1,sw-ib-c2f14-34-01,31,0,
sw-ib-c2f15-27-01,2,sw-ib-c2f14-04-01,31,0,
sw-ib-c2f15-27-01,3,sw-ib-c2f14-34-01,32,0,
sw-ib-c2f15-27-01,4,sw-ib-c2f14-04-01,32,0,
sw-ib-c2f15-27-01,5,sw-ib-c2f14-34-01,33,0,
sw-ib-c2f15-27-01,6,sw-ib-c2f14-04-01,33,0,
sw-ib-c2f15-27-01,7,sw-ib-c2f14-36-01,31,0,
sw-ib-c2f15-27-01,8,sw-ib-c2f14-06-01,31,0,
sw-ib-c2f15-27-01,9,sw-ib-c2f14-36-01,32,0,
sw-ib-c2f15-27-01,10,sw-ib-c2f14-06-01,32,0,
sw-ib-c2f15-27-01,11,sw-ib-c2f14-36-01,33,0,
sw-ib-c2f15-27-01,12,sw-ib-c2f14-06-01,33,0,
sw-ib-c2f15-27-01,13,sw-ib-c2f14-38-01,31,0,
sw-ib-c2f15-27-01,14,sw-ib-c2f14-08-01,31,0,
sw-ib-c2f15-27-01,15,sw-ib-c2f14-38-01,32,0,
sw-ib-c2f15-27-01,16,sw-ib-c2f14-08-01,32,0,
sw-ib-c2f15-27-01,17,sw-ib-c2f14-38-01,33,0,
sw-ib-c2f15-27-01,18,sw-ib-c2f14-08-01,33,0,
sw-ib-c2f15-27-01,19,sw-ib-c2f14-40-01,31,0,
sw-ib-c2f15-27-01,20,sw-ib-c2f14-10-01,22,0,
sw-ib-c2f15-27-01,21,sw-ib-c2f14-40-01,32,0,
sw-ib-c2f15-27-01,22,sw-ib-c2f14-10-01,23,0,
sw-ib-c2f15-27-01,23,sw-ib-c2f14-40-01,33,0,
sw-ib-c2f15-27-01,24,sw-ib-c2f14-10-01,24,0,
sw-ib-c2f15-27-01,25,sw-ib-c2f14-42-01,31,0,
sw-ib-c2f15-27-01,26,sw-ib-c2f14-12-01,22,0,
sw-ib-c2f15-27-01,27,sw-ib-c2f14-42-01,32,0,
sw-ib-c2f15-27-01,28,sw-ib-c2f14-12-01,23,0,
sw-ib-c2f15-27-01,29,sw-ib-c2f14-42-01,33,0,
sw-ib-c2f15-27-01,30,sw-ib-c2f14-12-01,24,0,
sw-ib-c2f15-27-01,31,sw-ib-c2f14-44-01,31,0,
sw-ib-c2f15-27-01,32,sw-ib-c2f14-14-01,22,0,
sw-ib-c2f15-27-01,33,sw-ib-c2f14-44-01,32,0,
sw-ib-c2f15-27-01,34,sw-ib-c2f14-14-01,23,0,
sw-ib-c2f15-27-01,35,sw-ib-c2f14-44-01,33,0,
sw-ib-c2f15-27-01,36,sw-ib-c2f14-14-01,24,0,
sw-ib-c2f15-25-01,1,sw-ib-c2f14-34-01,28,0,
sw-ib-c2f15-25-01,2,sw-ib-c2f14-04-01,28,0,
sw-ib-c2f15-25-01,3,sw-ib-c2f14-34-01,29,0,
sw-ib-c2f15-25-01,4,sw-ib-c2f14-04-01,29,0,
sw-ib-c2f15-25-01,5,sw-ib-c2f14-34-01,30,0,
sw-ib-c2f15-25-01,6,sw-ib-c2f14-04-01,30,0,
sw-ib-c2f15-25-01,7,sw-ib-c2f14-36-01,28,0,
sw-ib-c2f15-25-01,8,sw-ib-c2f14-06-01,28,0,
sw-ib-c2f15-25-01,9,sw-ib-c2f14-36-01,29,0,
sw-ib-c2f15-25-01,10,sw-ib-c2f14-06-01,30,0,
sw-ib-c2f15-25-01,11,sw-ib-c2f14-36-01,30,0,
sw-ib-c2f15-25-01,12,sw-ib-c2f14-06-01,29,0,
sw-ib-c2f15-25-01,13,sw-ib-c2f14-38-01,28,0,
sw-ib-c2f15-25-01,14,sw-ib-c2f14-08-01,28,0,
sw-ib-c2f15-25-01,15,sw-ib-c2f14-38-01,29,0,
sw-ib-c2f15-25-01,16,sw-ib-c2f14-08-01,29,0,
sw-ib-c2f15-25-01,17,sw-ib-c2f14-38-01,30,0,
sw-ib-c2f15-25-01,18,sw-ib-c2f14-08-01,30,0,
sw-ib-c2f15-25-01,19,sw-ib-c2f14-40-01,28,0,
sw-ib-c2f15-25-01,20,sw-ib-c2f14-10-01,25,0,
sw-ib-c2f15-25-01,21,sw-ib-c2f14-40-01,29,0,
sw-ib-c2f15-25-01,22,sw-ib-c2f14-10-01,26,0,
sw-ib-c2f15-25-01,23,sw-ib-c2f14-40-01,30,0,
sw-ib-c2f15-25-01,24,sw-ib-c2f14-10-01,27,0,
sw-ib-c2f15-25-01,25,sw-ib-c2f14-42-01,28,0,
sw-ib-c2f15-25-01,26,sw-ib-c2f14-12-01,25,0,
sw-ib-c2f15-25-01,27,sw-ib-c2f14-42-01,29,0,
sw-ib-c2f15-25-01,28,sw-ib-c2f14-12-01,26,0,
sw-ib-c2f15-25-01,29,sw-ib-c2f14-42-01,30,0,
sw-ib-c2f15-25-01,30,sw-ib-c2f14-12-01,27,0,
sw-ib-c2f15-25-01,31,sw-ib-c2f14-44-01,28,0,
sw-ib-c2f15-25-01,32,sw-ib-c2f14-14-01,25,0,
sw-ib-c2f15-25-01,33,sw-ib-c2f14-44-01,29,0,
sw-ib-c2f15-25-01,34,sw-ib-c2f14-14-01,26,0,
sw-ib-c2f15-25-01,35,sw-ib-c2f14-44-01,30,0,
sw-ib-c2f15-25-01,36,sw-ib-c2f14-14-01,27,0,
sw-ib-c2f15-23-01,1,sw-ib-c2f14-34-01,25,0,
sw-ib-c2f15-23-01,2,sw-ib-c2f14-04-01,25,0,
sw-ib-c2f15-23-01,3,sw-ib-c2f14-34-01,26,0,
sw-ib-c2f15-23-01,4,sw-ib-c2f14-04-01,26,0,
sw-ib-c2f15-23-01,5,sw-ib-c2f14-34-01,27,0,
sw-ib-c2f15-23-01,6,sw-ib-c2f14-04-01,27,0,
sw-ib-c2f15-23-01,7,sw-ib-c2f14-36-01,25,0,
sw-ib-c2f15-23-01,8,sw-ib-c2f14-06-01,25,0,
sw-ib-c2f15-23-01,9,sw-ib-c2f14-36-01,26,0,
sw-ib-c2f15-23-01,10,sw-ib-c2f14-06-01,26,0,
sw-ib-c2f15-23-01,11,sw-ib-c2f14-36-01,27,0,
sw-ib-c2f15-23-01,12,sw-ib-c2f14-06-01,27,0,
sw-ib-c2f15-23-01,13,sw-ib-c2f14-38-01,25,0,
sw-ib-c2f15-23-01,14,sw-ib-c2f14-08-01,25,0,
sw-ib-c2f15-23-01,15,sw-ib-c2f14-38-01,26,0,
sw-ib-c2f15-23-01,16,sw-ib-c2f14-08-01,26,0,
sw-ib-c2f15-23-01,17,sw-ib-c2f14-38-01,27,0,
sw-ib-c2f15-23-01,18,sw-ib-c2f14-08-01,27,0,
sw-ib-c2f15-23-01,19,sw-ib-c2f14-40-01,25,0,
sw-ib-c2f15-23-01,20,sw-ib-c2f14-10-01,28,0,
sw-ib-c2f15-23-01,21,sw-ib-c2f14-40-01,26,0,
sw-ib-c2f15-23-01,22,sw-ib-c2f14-10-01,29,0,
sw-ib-c2f15-23-01,23,sw-ib-c2f14-40-01,27,0,
sw-ib-c2f15-23-01,24,sw-ib-c2f14-10-01,30,0,
sw-ib-c2f15-23-01,25,sw-ib-c2f14-42-01,25,0,
sw-ib-c2f15-23-01,26,sw-ib-c2f14-12-01,28,0,
sw-ib-c2f15-23-01,27,sw-ib-c2f14-42-01,26,0,
sw-ib-c2f15-23-01,28,sw-ib-c2f14-12-01,29,0,
sw-ib-c2f15-23-01,29,sw-ib-c2f14-42-01,27,0,
sw-ib-c2f15-23-01,30,sw-ib-c2f14-12-01,30,0,
sw-ib-c2f15-23-01,31,sw-ib-c2f14-44-01,25,0,
sw-ib-c2f15-23-01,32,sw-ib-c2f14-14-01,28,0,
sw-ib-c2f15-23-01,33,sw-ib-c2f14-44-01,26,0,
sw-ib-c2f15-23-01,34,sw-ib-c2f14-14-01,29,0,
sw-ib-c2f15-23-01,35,sw-ib-c2f14-44-01,27,0,
sw-ib-c2f15-23-01,36,sw-ib-c2f14-14-01,30,0,
sw-ib-c2f15-21-01,1,sw-ib-c2f14-34-01,22,0,
sw-ib-c2f15-21-01,2,sw-ib-c2f14-04-01,22,0,
sw-ib-c2f15-21-01,3,sw-ib-c2f14-34-01,23,0,
sw-ib-c2f15-21-01,4,sw-ib-c2f14-04-01,23,0,
sw-ib-c2f15-21-01,5,sw-ib-c2f14-34-01,24,0,
sw-ib-c2f15-21-01,6,sw-ib-c2f14-04-01,24,0,
sw-ib-c2f15-21-01,7,sw-ib-c2f14-36-01,22,0,
sw-ib-c2f15-21-01,8,sw-ib-c2f14-06-01,22,0,
sw-ib-c2f15-21-01,9,sw-ib-c2f14-36-01,23,0,
sw-ib-c2f15-21-01,10,sw-ib-c2f14-06-01,23,0,
sw-ib-c2f15-21-01,11,sw-ib-c2f14-36-01,24,0,
sw-ib-c2f15-21-01,12,sw-ib-c2f14-06-01,24,0,
sw-ib-c2f15-21-01,13,sw-ib-c2f14-38-01,22,0,
sw-ib-c2f15-21-01,14,sw-ib-c2f14-08-01,22,0,
sw-ib-c2f15-21-01,15,sw-ib-c2f14-38-01,23,0,
sw-ib-c2f15-21-01,16,sw-ib-c2f14-08-01,23,0,
sw-ib-c2f15-21-01,17,sw-ib-c2f14-38-01,24,0,
sw-ib-c2f15-21-01,18,sw-ib-c2f14-08-01,24,0,
sw-ib-c2f15-21-01,19,sw-ib-c2f14-40-01,22,0,
sw-ib-c2f15-21-01,20,sw-ib-c2f14-10-01,31,0,
sw-ib-c2f15-21-01,21,sw-ib-c2f14-40-01,23,0,
sw-ib-c2f15-21-01,22,sw-ib-c2f14-10-01,32,0,
sw-ib-c2f15-21-01,23,sw-ib-c2f14-40-01,24,0,
sw-ib-c2f15-21-01,24,sw-ib-c2f14-10-01,33,0,
sw-ib-c2f15-21-01,25,sw-ib-c2f14-42-01,22,0,
sw-ib-c2f15-21-01,26,sw-ib-c2f14-12-01,31,0,
sw-ib-c2f15-21-01,27,sw-ib-c2f14-42-01,23,0,
sw-ib-c2f15-21-01,28,sw-ib-c2f14-12-01,32,0,
sw-ib-c2f15-21-01,29,sw-ib-c2f14-42-01,24,0,
sw-ib-c2f15-21-01,30,sw-ib-c2f14-12-01,33,0,
sw-ib-c2f15-21-01,31,sw-ib-c2f14-44-01,22,0,
sw-ib-c2f15-21-01,32,sw-ib-c2f14-14-01,31,0,
sw-ib-c2f15-21-01,33,sw-ib-c2f14-44-01,23,0,
sw-ib-c2f15-21-01,34,sw-ib-c2f14-14-01,32,0,
sw-ib-c2f15-21-01,35,sw-ib-c2f14-44-01,24,0,
sw-ib-c2f15-21-01,36,sw-ib-c2f14-14-01,33,0,
sw-ib-c2f15-19-01,1,sw-ib-c2f14-34-01,19,0,
sw-ib-c2f15-19-01,2,sw-ib-c2f14-04-01,19,0,
sw-ib-c2f15-19-01,3,sw-ib-c2f14-34-01,20,0,
sw-ib-c2f15-19-01,4,sw-ib-c2f14-04-01,20,0,
sw-ib-c2f15-19-01,5,sw-ib-c2f14-34-01,21,0,
sw-ib-c2f15-19-01,6,sw-ib-c2f14-04-01,21,0,
sw-ib-c2f15-19-01,7,sw-ib-c2f14-36-01,19,0,
sw-ib-c2f15-19-01,8,sw-ib-c2f14-06-01,19,0,
sw-ib-c2f15-19-01,9,sw-ib-c2f14-36-01,20,0,
sw-ib-c2f15-19-01,10,sw-ib-c2f14-06-01,20,0,
sw-ib-c2f15-19-01,11,sw-ib-c2f14-36-01,21,0,
sw-ib-c2f15-19-01,12,sw-ib-c2f14-06-01,21,0,
sw-ib-c2f15-19-01,13,sw-ib-c2f14-38-01,19,0,
sw-ib-c2f15-19-01,14,sw-ib-c2f14-08-01,19,0,
sw-ib-c2f15-19-01,15,sw-ib-c2f14-38-01,20,0,
sw-ib-c2f15-19-01,16,sw-ib-c2f14-08-01,20,0,
sw-ib-c2f15-19-01,17,sw-ib-c2f14-38-01,21,0,
sw-ib-c2f15-19-01,18,sw-ib-c2f14-08-01,21,0,
sw-ib-c2f15-19-01,19,sw-ib-c2f14-40-01,19,0,
sw-ib-c2f15-19-01,20,sw-ib-c2f14-10-01,34,0,
sw-ib-c2f15-19-01,21,sw-ib-c2f14-40-01,20,0,
sw-ib-c2f15-19-01,22,sw-ib-c2f14-10-01,35,0,
sw-ib-c2f15-19-01,23,sw-ib-c2f14-40-01,21,0,
sw-ib-c2f15-19-01,24,sw-ib-c2f14-10-01,36,0,
sw-ib-c2f15-19-01,25,sw-ib-c2f14-42-01,19,0,
sw-ib-c2f15-19-01,26,sw-ib-c2f14-12-01,34,0,
sw-ib-c2f15-19-01,27,sw-ib-c2f14-42-01,20,0,
sw-ib-c2f15-19-01,28,sw-ib-c2f14-12-01,35,0,
sw-ib-c2f15-19-01,29,sw-ib-c2f14-42-01,21,0,
sw-ib-c2f15-19-01,30,sw-ib-c2f14-12-01,36,0,
sw-ib-c2f15-19-01,31,sw-ib-c2f14-44-01,19,0,
sw-ib-c2f15-19-01,32,sw-ib-c2f14-14-01,34,0,
sw-ib-c2f15-19-01,33,sw-ib-c2f14-44-01,20,0,
sw-ib-c2f15-19-01,34,sw-ib-c2f14-14-01,35,0,
sw-ib-c2f15-19-01,35,sw-ib-c2f14-44-01,21,0,
sw-ib-c2f15-19-01,36,sw-ib-c2f14-14-01,36,0,
sw-ib-c2f14-06-01,1,ru-c2e12-18-01,,0,
sw-ib-c2f14-06-01,2,ru-c2e12-19-01,,0,
sw-ib-c2f14-06-01,3,ru-c2e12-22-01,,0,
sw-ib-c2f14-06-01,4,ru-c2e12-23-01,,0,
sw-ib-c2f14-06-01,5,ru-c2e12-24-01,,0,
sw-ib-c2f14-06-01,6,ru-c2e12-25-01,,0,
sw-ib-c2f14-06-01,7,ru-c2e12-26-01,,0,
sw-ib-c2f14-06-01,8,ru-c2e12-27-01,,0,
sw-ib-c2f14-06-01,9,bu-c2f16-11-01,,0,
sw-ib-c2f14-06-01,10,bu-c2e18-11-01,,0,
sw-ib-c2f14-06-01,11,bu-c2d38-09-01,,1,
sw-ib-c2f14-06-01,12,bu-c2d41-09-01,,0,
sw-ib-c2f14-06-01,13,bu-c2e18-23-01,,0,
sw-ib-c2f14-06-01,14,bu-c2e18-25-01,,0,
sw-ib-c2f14-06-01,15,,,0,
sw-ib-c2f14-06-01,16,bu-c2f13-29-01,,1,
sw-ib-c2f14-06-01,17,,,0,
sw-ib-c2f14-06-01,18,,,0,
sw-ib-c2f14-06-01,19,sw-ib-c2f15-19-01,8,0,
sw-ib-c2f14-06-01,20,sw-ib-c2f15-19-01,10,0,
sw-ib-c2f14-06-01,21,sw-ib-c2f15-19-01,12,0,
sw-ib-c2f14-06-01,22,sw-ib-c2f15-21-01,8,0,
sw-ib-c2f14-06-01,23,sw-ib-c2f15-21-01,10,0,
sw-ib-c2f14-06-01,24,sw-ib-c2f15-21-01,12,0,
sw-ib-c2f14-06-01,25,sw-ib-c2f15-23-01,8,0,
sw-ib-c2f14-06-01,26,sw-ib-c2f15-23-01,10,0,
sw-ib-c2f14-06-01,27,sw-ib-c2f15-23-01,12,0,
sw-ib-c2f14-06-01,28,sw-ib-c2f15-25-01,8,0,
sw-ib-c2f14-06-01,29,sw-ib-c2f15-25-01,12,0,
sw-ib-c2f14-06-01,30,sw-ib-c2f15-25-01,10,0,
sw-ib-c2f14-06-01,31,sw-ib-c2f15-27-01,8,0,
sw-ib-c2f14-06-01,32,sw-ib-c2f15-27-01,10,0,
sw-ib-c2f14-06-01,33,sw-ib-c2f15-27-01,12,0,
sw-ib-c2f14-06-01,34,sw-ib-c2f15-29-01,8,0,
sw-ib-c2f14-06-01,35,sw-ib-c2f15-29-01,10,0,
sw-ib-c2f14-06-01,36,sw-ib-c2f15-29-01,12,0,
